NewID,request_no,bill_amount,claim Status,No. of Tour Days,Mode of Transport,Distance in KMs,Tier,date_of_joining,date_of_birth,CostCentre_Code,Travel_Purpose_Description,IC
24302.0,17E02CONS069120,330.0,Approved by SSC,5.0,Auto,17.0,TIER 1,Jul 27 2011 12:00AM,Apr  3 1989 12:00AM,LE140113,Training Program / HR,CONS
11644.0,17E02MIPI015868,400.0,Approved by SSC,6.0,Others,70.0,S&E,Nov 14 2008 12:00AM,Jun 20 1975 12:00AM,NG7010,Business Trip,MIPI
4911.0,17E02EAIC020789,250.0,Approved by SSC,2.5,Auto,30.0,TIER 1,Jul 13 2015 12:00AM,Jul 23 1981 12:00AM,150350004,Business Trip,EAIC
23446.0,17E02EAIC023325,130.0,Approved by SSC,1.5,Auto,10.0,TIER 1,Jan 10 2011 12:00AM,Jun 12 1984 12:00AM,300202304,Business Trip,EAIC
23936.0,17E02CONS061927,100.0,Approved by SSC,2.5,Auto,5.0,S&E,Mar 28 2016 12:00AM,Aug 25 1985 12:00AM,LE150106,Business Trip,CONS
16104.0,17E02CONS067755,1267.0,Approved by SSC,6.0,Others,90.0,TIER 3,Sep  1 2014 12:00AM,Sep  7 1961 12:00AM,LE131470,Conference / Seminar,CONS
32286.0,17E02CONS068241,200.0,Approved by SSC,3.0,Auto,20.0,TIER 3,Dec 14 2015 12:00AM,Dec 16 1963 12:00AM,LE160241,Deputation,CONS
1376.0,17E02HEIC012216,100.0,Approved by SSC,1.0,Auto,6.0,TIER 1,Jul 15 2005 12:00AM,Jan 26 1979 12:00AM,3733,Business Trip,HEIC
1943.0,17E02CONS070906,152.0,Approved by SSC,7.5,Public Taxi,10.0,S&E,Sep 30 2009 12:00AM,Jun 16 1976 12:00AM,LE170092,Business Trip,CONS
376.0,17E02EAIC023477,80.0,Approved by SSC,3.0,Public Taxi,5.0,TIER 2,May  2 2008 12:00AM,Jul 18 1976 12:00AM,200340002,Business Trip,EAIC
16238.0,17E02CONS055268,180.0,Approved by SSC,3.0,Auto,25.0,S&E,Jul 18 2014 12:00AM,Nov 29 1990 12:00AM,LE131028,Training Program / HR,CONS
25431.0,17E02BOIL003031,150.0,Approved by SSC,3.0,Auto,12.0,S&E,Apr 18 2011 12:00AM,Sep 24 1987 12:00AM,81020,Business Trip,BOIL
31377.0,17E02MIPI013583,55.0,Approved by SSC,5.0,Others,35.0,JS & S,Mar  5 2012 12:00AM,May 23 1986 12:00AM,DE7010,Business Trip,MIPI
1272.0,17E02EAIC024740,250.0,Approved by SSC,2.0,Others,30.0,TIER 2,Nov  8 1983 12:00AM,Dec 11 1962 12:00AM,100902306,Business Trip,EAIC
17384.0,17E02EAIC023296,90.0,Approved by SSC,1.0,Auto,8.0,TIER 1,Jan 10 2005 12:00AM,Apr 10 1981 12:00AM,450344001,Business Trip,EAIC
19400.0,17E02CONS068969,260.0,Approved by SSC,1.5,Public Taxi,25.0,S&E,Jun 30 2015 12:00AM,Jan 19 1994 12:00AM,LE141037,Business Trip,CONS
37194.0,17E02EAIC021294,100.0,Approved by SSC,2.0,Auto,10.0,TIER 1,Oct  7 2014 12:00AM,Sep 11 1987 12:00AM,150316001,Business Trip,EAIC
29084.0,17E02CONS061119,100.0,Approved by SSC,14.0,Auto,5.0,JS & S,Oct 15 2013 12:00AM,Mar 11 1995 12:00AM,LE14D055,Deputation,CONS
32298.0,17E02FCLL003056,380.0,Approved by SSC,4.0,Auto,22.0,TIER III,Sep 26 2016 12:00AM,Sep 18 1980 12:00AM,FA431D7B9Z,Business Trip,FCLL
221.0,17E02EAIC027304,200.0,Approved by SSC,4.0,Auto,15.0,TIER 1,Jan  5 2009 12:00AM,Mar  1 1971 12:00AM,150370012,Business Trip,EAIC
30775.0,17E02CONS058858,395.0,Approved by SSC,2.5,Radio Taxi,15.0,TIER 4,Nov 20 1989 12:00AM,May 22 1961 12:00AM,QHNUP056,Business Trip,CONS
19821.0,17E02LTTS014524,500.0,Approved by SSC,2.5,Others,150.0,S&E,Nov 14 2016 12:00AM,Dec 11 1993 12:00AM,200HRS,Conference / Seminar,LTTS
25307.0,17E02CONS069421,250.0,Approved by SSC,3.0,Auto,22.0,TIER 1,Dec  1 2012 12:00AM,Nov 27 1983 12:00AM,LE120041,Business Trip,CONS
25556.0,17E02HEIC012483,150.0,Approved by SSC,3.0,Auto,6.0,S&E,Jul 11 2014 12:00AM,May 25 1992 12:00AM,3532,Business Trip,HEIC
32269.0,17E02CONS066280,200.0,Approved by SSC,1.0,Public Taxi,97.0,S&E,Oct  1 2012 12:00AM,Mar 10 1985 12:00AM,LE150414,Business Trip,CONS
14590.0,17E02MIPI013909,30.0,Approved by SSC,2.0,Auto,3.0,S&E,Aug 30 2011 12:00AM,May 23 1989 12:00AM,VJ9080,Business Trip,MIPI
11772.0,17E02EAIC024998,168.0,Approved by SSC,1.0,Auto,14.0,JS & S,May  8 1992 12:00AM,Aug 15 1973 12:00AM,150656001,Business Trip,EAIC
14523.0,17E02CONS055495,50.0,Approved by SSC,10.0,Others,17.0,TIER 1,Mar 28 2011 12:00AM,Dec 28 1984 12:00AM,LE130306,Deputation,CONS
5923.0,17E02EWAC005119,140.0,Approved by SSC,2.0,Others,74.0,TIER 1,Aug  8 2011 12:00AM,Jun  2 1987 12:00AM,DG7033,Business Trip,EWAC
29513.0,17E02CONS063405,1039.0,Approved by SSC,2.0,Public Taxi,49.0,TIER 1,Dec 15 2016 12:00AM,Dec 21 1986 12:00AM,LE16D167,Business Trip,CONS
21533.0,17E02EAIC021202,200.0,Approved by SSC,29.5,Auto,10.0,S&E,Nov  3 2014 12:00AM,Jan 14 1977 12:00AM,200102658,Deputation,EAIC
374.0,17E02EAIC026464,550.0,Approved by SSC,3.0,Auto,40.0,TIER 2,Mar  7 2008 12:00AM,Nov 16 1973 12:00AM,400403065,Business Trip,EAIC
24151.0,17E02CONS069907,160.0,Approved by SSC,11.0,Auto,7.0,TECHNICIAN,May 10 2013 12:00AM,Jun 21 1981 12:00AM,LE090490,Transfer,CONS
7370.0,17E02CONS057735,213.0,Approved by SSC,1.0,Radio Taxi,22.0,TIER 2,Dec  5 2011 12:00AM,May  8 1979 12:00AM,LE090049,Business Trip,CONS
1489.0,17E02MIPI014360,325.0,Approved by SSC,5.5,Auto,25.0,TIER 3,Apr  1 1983 12:00AM,Jun  7 1961 12:00AM,BA9080,Business Trip,MIPI
21814.0,17E02MIPI013471,55.0,Approved by SSC,4.5,Auto,4.0,TIER 1,Aug  6 2012 12:00AM,Apr 17 1971 12:00AM,HY9080,Business Trip,MIPI
397.0,17E02EAIC026448,270.0,Approved by SSC,3.0,Auto,35.0,JS & S,Sep 30 2011 12:00AM,Jan  1 1993 12:00AM,150646201,Business Trip,EAIC
15234.0,17E02POWE006375,100.0,Approved by SSC,16.5,Others,25.0,TIER 1,Oct  1 2010 12:00AM,Jul 18 1981 12:00AM,PT103,Business Trip,POWE
32286.0,17E02CONS068241,250.0,Approved by SSC,3.0,Auto,15.0,TIER 3,Dec 14 2015 12:00AM,Dec 16 1963 12:00AM,LE160241,Deputation,CONS
1218.0,17E02EAIC022961,350.0,Approved by SSC,3.0,Auto,18.0,TIER 1,Mar 26 2012 12:00AM,Oct 25 1981 12:00AM,150316001,Business Trip,EAIC
2275.0,17E02CONS063600,60.0,Approved by SSC,2.5,Auto,4.0,S&E,Jul  1 2016 12:00AM,Apr 20 1993 12:00AM,LE141150,Business Trip,CONS
858.0,17E02HEIC012370,40.0,Approved by SSC,1.0,Auto,4.0,TIER 3,Nov  8 1989 12:00AM,Nov 23 1960 12:00AM,3553,Business Trip,HEIC
7737.0,17E02HEIC013469,110.0,Approved by SSC,3.0,Public Taxi,12.0,TIER 1,Feb 14 2005 12:00AM,May 30 1980 12:00AM,3956,Training Program / HR,HEIC
12352.0,17E02EAIC022593,200.0,Approved by SSC,3.5,Auto,16.0,S&E,Jul 13 2011 12:00AM,Jun 27 1987 12:00AM,150383101,Business Trip,EAIC
36388.0,17E02CONS054977,90.0,Approved by SSC,23.5,Others,90.0,TECHNICIAN,Jul  8 2010 12:00AM,Mar  1 1963 12:00AM,LE130442,Business Trip,CONS
4625.0,17E02CONS067495,250.0,Approved by SSC,6.0,Auto,14.0,S&E,Jun 30 2015 12:00AM,Mar 24 1994 12:00AM,LE131542,Business Trip,CONS
12449.0,17E02TURB001237,160.0,Approved by SSC,11.0,Auto,15.0,S&E,Jan  1 2016 12:00AM,Sep 17 1988 12:00AM,63100,Business Trip,TURB
14194.0,17E02CONS058821,100.0,Approved by SSC,3.0,Auto,5.0,TIER 2,May 14 2012 12:00AM,Jul  1 1978 12:00AM,LE080041,Business Trip,CONS
28765.0,17E02HEIC012515,350.0,Approved by SSC,2.5,Public Taxi,35.0,TIER 1,Apr 22 2011 12:00AM,Aug 16 1979 12:00AM,3532,Deputation,HEIC
32420.0,17E02CONS064930,430.0,Approved by SSC,6.5,Auto,30.0,TIER 1,Sep 23 2013 12:00AM,Sep 29 1987 12:00AM,LE150010,Deputation,CONS
27467.0,17E02CONS066262,176.0,Approved by SSC,1.5,Others,10.0,S&E,Oct 25 2013 12:00AM,Oct 24 1986 12:00AM,BIINF011,Business Trip,CONS
26592.0,17E02DHT000092,968.0,Approved by SSC,3.5,Radio Taxi,55.0,TIER I,Jan 27 2015 12:00AM,Oct 10 1973 12:00AM,LI100087,Business Trip,DHT0
20296.0,17E02REAL000492,218.0,Approved by SSC,2.5,Radio Taxi,5.0,TIER 4,Jul 21 2015 12:00AM,Apr  2 1964 12:00AM,RELT0001,Business Trip,REAL
3777.0,17E02CONS061565,307.0,Approved by SSC,1.0,Radio Taxi,12.0,TIER 4,Dec 19 1991 12:00AM,Jun 25 1963 12:00AM,MTTRA014,Business Trip,CONS
11772.0,17E02EAIC024978,52.0,Approved by SSC,4.0,Auto,4.0,JS & S,May  8 1992 12:00AM,Aug 15 1973 12:00AM,150656001,Business Trip,EAIC
513.0,17E02EAIC026671,476.0,Approved by SSC,2.5,Others,28.0,TIER 3,Mar 23 1992 12:00AM,Mar 28 1965 12:00AM,400403059,Business Trip,EAIC
11441.0,17E02CONS066878,120.0,Approved by SSC,8.0,Auto,10.0,TIER 1,Jul  1 2008 12:00AM,Aug 25 1987 12:00AM,LE14D132,Deputation,CONS
37645.0,17E02LTTS012627,2000.0,Approved by SSC,1.0,Others,145.0,S&E,Dec 19 2016 12:00AM,Feb 21 1991 12:00AM,200TEO,Transfer,LTTS
36656.0,17E02HO003682,80.0,Approved by SSC,8.5,Auto,6.0,TIER 1,Nov 17 2014 12:00AM,Oct 15 1992 12:00AM,HO166,Business Trip,HO00
17962.0,17E02HEIC012482,128.0,Approved by SSC,10.0,Public Taxi,8.0,S&E,Jul 13 2012 12:00AM,Aug 27 1988 12:00AM,3533,Business Trip,HEIC
18664.0,17E02LTVL002738,100.0,Approved by SSC,8.5,Auto,4.0,S&E,Jun 13 2011 12:00AM,Mar 21 1991 12:00AM,311100,Business Trip,LTVL
18762.0,17E02CONS058645,160.0,Approved by SSC,2.5,Auto,8.0,TIER 1,Nov  2 2015 12:00AM,Apr  3 1973 12:00AM,LE150811,Training Program / HR,CONS
9360.0,17E02FCLL002169,130.0,Approved by SSC,2.0,Auto,12.0,S&E,Mar 16 2015 12:00AM,Oct 15 1991 12:00AM,FA068D7H3K,Business Trip,FCLL
24723.0,17E02EAIC022643,60.0,Approved by SSC,2.0,Auto,7.0,S&E,Jul 12 2013 12:00AM,May 24 1992 12:00AM,300239004,Business Trip,EAIC
810.0,17E02CONS058623,120.0,Approved by SSC,3.0,Public Taxi,8.0,TIER 4,Sep 12 2016 12:00AM,Nov  1 1967 12:00AM,QGMAP013,Business Trip,CONS
7474.0,17E02LTSH000434,100.0,Approved by SSC,2.5,Auto,10.0,S&E,Jan 16 2012 12:00AM,Jun 15 1990 12:00AM,FQAC20,Business Trip,LTSH
32365.0,17E02EAIC025313,120.0,Approved by SSC,2.0,Auto,12.0,TIER 2,Feb 22 1989 12:00AM,Jan 10 1967 12:00AM,100502326,Business Trip,EAIC
32207.0,17E02CONS065644,20.0,Approved by SSC,5.0,Auto,1.0,TIER 1,Jun  2 2011 12:00AM,Jul 16 1985 12:00AM,LE16D103,Training Program / HR,CONS
26885.0,17E02MIPI012264,160.0,Approved by SSC,7.5,Auto,16.0,JS & S,Oct  1 2008 12:00AM,Feb  3 1977 12:00AM,LU9080,Business Trip,MIPI
32586.0,17E02EAIC024515,155.0,Approved by SSC,1.0,Auto,7.0,TIER 1,Jul 10 2012 12:00AM,Oct 26 1977 12:00AM,300202607,Business Trip,EAIC
14429.0,17E02TURB001449,430.0,Approved by SSC,3.5,Auto,39.0,TIER I,Aug  5 2010 12:00AM,Aug  6 1979 12:00AM,63100,Business Trip,TURB
318.0,17E02CONS063685,275.0,Approved by SSC,4.0,Public Taxi,17.0,TIER 2,Oct  7 2005 12:00AM,Nov 25 1973 12:00AM,LE16D103,Business Trip,CONS
3654.0,17E02CONS067399,50.0,Approved by SSC,4.5,Auto,22.0,S&E,Jun 30 2015 12:00AM,Sep 11 1992 12:00AM,LE140711,Training Program / HR,CONS
5793.0,17E02BOIL003063,150.0,Approved by SSC,2.5,Auto,14.0,TIER I,Jul 11 2008 12:00AM,Sep 19 1987 12:00AM,88710,Business Trip,BOIL
18795.0,17E02CONS061283,150.0,Approved by SSC,18.0,Auto,2.0,S&E,Jul  1 2016 12:00AM,Jun 11 1994 12:00AM,LE160144,Training Program / HR,CONS
36308.0,17E02EAIC027486,180.0,Approved by SSC,2.0,Auto,23.0,TIER 1,Aug 29 2006 12:00AM,Jun  7 1983 12:00AM,150312101,Business Trip,EAIC
35507.0,17E02EWAC005576,60.0,Approved by SSC,4.5,Auto,12.0,S&E,Nov 25 2014 12:00AM,Jan 21 1991 12:00AM,VZ7033,Business Trip,EWAC
2407.0,17E02CONS054996,210.0,Approved by SSC,12.5,Public Taxi,23.0,S&E,Jul  8 2013 12:00AM,Nov  1 1991 12:00AM,LE120024,Business Trip,CONS
2336.0,17E02CONS059577,150.0,Approved by SSC,12.0,Auto,8.0,TIER 1,Sep 12 2016 12:00AM,Jun 15 1984 12:00AM,LE160552,Business Trip,CONS
34110.0,17E02EAIC024783,140.0,Approved by SSC,1.0,Others,90.0,S&E,Mar 14 2016 12:00AM,Nov 16 1988 12:00AM,150371301,Business Trip,EAIC
17283.0,17E02CONS061106,30.0,Approved by SSC,4.5,Auto,18.0,JS & S,Jul 31 2013 12:00AM,Jul 31 1995 12:00AM,LE141111,Deputation,CONS
29688.0,17E02POWE006176,50.0,Approved by SSC,11.0,Auto,3.0,TIER 1,Mar  1 2006 12:00AM,Nov  4 1977 12:00AM,PG109,Business Trip,POWE
29261.0,17E02CONS058364,123.0,Approved by SSC,10.5,Radio Taxi,9.0,TIER 1,Dec 19 2016 12:00AM,Nov 14 1984 12:00AM,LE15D059,Transfer,CONS
36424.0,17E02LTCE000473,240.0,Approved by SSC,1.0,Auto,21.0,S&E,Nov 16 1990 12:00AM,Jan 18 1965 12:00AM,4702,Business Trip,LTCE
29652.0,17E02EAIC026048,50.0,Approved by SSC,8.5,Auto,3.0,TIER 1,Jan 27 2015 12:00AM,Aug 25 1977 12:00AM,200340001,Deputation,EAIC
22243.0,17E02FINA020810,60.0,Approved by SSC,9.5,Auto,5.0,TIER III,Mar 16 2015 12:00AM,May 24 1972 12:00AM,BA270D4E8S,Business Trip,FINA
5616.0,17E02CONS059630,300.0,"Approved by SSC, Settlement through F & F",1.5,Auto,30.0,TIER 1,Dec  2 2006 12:00AM,Nov  2 1964 12:00AM,LE080160,Business Trip,CONS
36418.0,17E02CONS061728,118.0,Approved by SSC,2.5,Radio Taxi,6.0,TIER 1,Jul 18 2008 12:00AM,Sep  6 1980 12:00AM,LE150312,Business Trip,CONS
7661.0,17E02CONS065494,1600.0,Approved by SSC,14.5,Public Taxi,70.0,S&E,Oct 24 2007 12:00AM,May 23 1982 12:00AM,LE160273,Training Program / HR,CONS
30600.0,17E02CONS069053,100.0,Approved by SSC,5.0,Auto,5.0,S&E,Sep 30 2011 12:00AM,Apr 15 1990 12:00AM,LE110624,Business Trip,CONS
20944.0,17E02CONS064291,200.0,Approved by SSC,1.5,Auto,10.0,JS & S,Dec  3 2012 12:00AM,Jun 12 1977 12:00AM,LE160761,Business Trip,CONS
14111.0,17E02EWAC004987,210.0,Approved by SSC,2.0,Public Taxi,11.0,TIER 1,Mar  2 2015 12:00AM,Aug  2 1973 12:00AM,CA7033,Business Trip,EWAC
3785.0,17E02CONS068199,50.0,Approved by SSC,18.0,Auto,8.0,JS & S,Jul 17 2013 12:00AM,Nov 24 1994 12:00AM,LE150535,Business Trip,CONS
26885.0,17E02MIPI016373,80.0,Approved by SSC,9.5,Auto,8.0,JS & S,Oct  1 2008 12:00AM,Feb  3 1977 12:00AM,LU9080,Business Trip,MIPI
6245.0,17E02HEIC012507,300.0,Approved by SSC,2.0,Public Taxi,8.0,TIER 2,Jul 27 1990 12:00AM,Jan 10 1969 12:00AM,3423,Business Trip,HEIC
11934.0,17E02HEIC010963,190.0,Approved by SSC,6.5,Auto,8.0,JS & S,Nov 15 2010 12:00AM,Jan  5 1987 12:00AM,3143,Training Program / HR,HEIC
6492.0,17E02HCP001460,225.0,Approved by SSC,5.0,Auto,22.0,TIER I,Feb  1 2014 12:00AM,Nov 28 1979 12:00AM,HE150002,Deputation,HCP0
22994.0,17E02TURB001183,300.0,Approved by SSC,10.0,Public Taxi,46.0,S&E,Jul 15 2011 12:00AM,Sep 24 1989 12:00AM,63100,Business Trip,TURB
18197.0,17E02CONS058640,120.0,Approved by SSC,3.5,Auto,5.0,TIER 1,Dec  4 2013 12:00AM,Dec 24 1979 12:00AM,LE15D058,Conference / Seminar,CONS
5080.0,17E02LTTS016323,150.0,Approved by SSC,3.5,Auto,10.0,S&E,Feb 12 2014 12:00AM,Jul 31 1989 12:00AM,151APE,Training Program / HR,LTTS
28303.0,17E02CONS069601,60.0,Approved by SSC,2.0,Auto,3.0,S&E,Nov 23 2012 12:00AM,Jun 24 1969 12:00AM,LE160548,Training Program / HR,CONS
12580.0,17E02CONS067857,200.0,Approved by SSC,5.0,Auto,15.0,S&E,Jul  8 2013 12:00AM,Aug 25 1992 12:00AM,LE16D157,Business Trip,CONS
19374.0,17E02HEIC012872,76.0,Approved by SSC,3.0,Public Taxi,5.0,TIER 1,Nov  2 1998 12:00AM,Oct  5 1979 12:00AM,3131,Training Program / HR,HEIC
30832.0,17E02MIPI017059,180.0,Approved by SSC,6.0,Auto,31.0,JS & S,Sep 23 2008 12:00AM,Nov 14 1985 12:00AM,UD9080,Business Trip,MIPI
1565.0,17E02CONS057722,50.0,Approved by SSC,1.0,Auto,7.0,TIER 1,Mar 17 2005 12:00AM,Oct 18 1978 12:00AM,LE160744,Business Trip,CONS
23861.0,17E02EAIC027749,100.0,Approved by SSC,.5,Auto,10.0,TIER 1,Nov 10 2006 12:00AM,May 21 1979 12:00AM,200202623,Business Trip,EAIC
3655.0,17E02HEIC011805,35.0,Approved by SSC,3.0,Auto,5.0,TIER 2,Dec 10 2007 12:00AM,Apr 25 1979 12:00AM,3881,Training Program / HR,HEIC
9684.0,18E02CONS053705,200.0,Awaiting Doc's receipt by SSC,1.5,Auto,4.0,JS & S,Jul 30 2013 12:00AM,Feb 26 1992 12:00AM,LE150914,Deputation,CONS
32489.0,17E02MIPI014764,450.0,Approved by SSC,1.5,Public Taxi,23.0,TIER 1,Nov 10 2005 12:00AM,Jun 23 1980 12:00AM,GU9004,Business Trip,MIPI
19093.0,17E02HEIC011594,100.0,Approved by SSC,1.5,Others,28.0,JS & S,Aug 11 2008 12:00AM,May 15 1990 12:00AM,3954,Business Trip,HEIC
11420.0,17E02LTTS014086,2500.0,Approved by SSC,30.0,Others,20.0,S&E,Jun 29 2016 12:00AM,Jul 13 1992 12:00AM,151AER,Deputation,LTTS
36695.0,17E02EAIC022794,200.0,Approved by SSC,3.0,Auto,15.0,S&E,Jul  1 2011 12:00AM,Aug  3 1987 12:00AM,450311001,Business Trip,EAIC
30759.0,17E02CONS063995,150.0,Approved by SSC,6.5,Auto,14.0,CONTRACT,Jul 15 2016 12:00AM,Jun  4 1969 12:00AM,LE150786,Business Trip,CONS
22845.0,17E02POWE005751,350.0,Approved by SSC,7.0,Public Taxi,14.0,TIER 2,Jul 11 2011 12:00AM,Jul 14 1970 12:00AM,PL017,Training Program / HR,POWE
974.0,17E02CONS060788,240.0,Approved by SSC,1.0,Auto,14.0,S&E,Jan  9 2017 12:00AM,Aug 12 1986 12:00AM,LE160730,Business Trip,CONS
32235.0,17E02EAIC025376,200.0,Approved by SSC,2.0,Public Taxi,20.0,TIER 1,Oct 13 2011 12:00AM,Dec  1 1982 12:00AM,150322601,Business Trip,EAIC
8314.0,17E02FCLL003492,10.0,Approved by SSC,5.0,Auto,6.0,S&E,Mar 16 2015 12:00AM,Aug 25 1985 12:00AM,FM323D7J7A,Business Trip,FCLL
30969.0,17E02LTTS012573,663.0,Approved by SSC,1.5,Radio Taxi,33.0,TIER 1,Jul 26 2005 12:00AM,Feb  3 1984 12:00AM,150MED,Training Program / HR,LTTS
7769.0,17E02LTVL002554,199.0,Approved by SSC,2.5,Public Taxi,17.0,JS & S,Feb 24 1998 12:00AM,Nov 24 1972 12:00AM,199301,Business Trip,LTVL
13742.0,17E02LTTS012527,250.0,Approved by SSC,19.0,Auto,20.0,TIER 1,Dec  2 2010 12:00AM,Jun 11 1983 12:00AM,150AER,Deputation,LTTS
36308.0,17E02EAIC027652,130.0,Approved by SSC,3.0,Auto,18.0,TIER 1,Aug 29 2006 12:00AM,Jun  7 1983 12:00AM,150312101,Business Trip,EAIC
33102.0,17E02MIPI013575,150.0,Approved by SSC,2.0,Auto,10.0,JS & S,Jul 19 2010 12:00AM,Jun 20 1988 12:00AM,CA9080,Business Trip,MIPI
18201.0,17E02INFR000480,1024.0,Approved by SSC,.5,Radio Taxi,44.0,TIER II,Oct  6 2014 12:00AM,Dec 11 1991 12:00AM,GA270E4F5P,Business Trip,INFR
2043.0,17E02HEIC010838,190.0,Approved by SSC,1.0,Auto,12.0,TIER 2,Jun  1 2004 12:00AM,May 14 1981 12:00AM,3423,Business Trip,HEIC
11349.0,17E02LTHE006866,112.0,Approved by SSC,4.5,Auto,10.0,S&E,Nov 21 2011 12:00AM,Mar  7 1985 12:00AM,40105,Business Trip,LTHE
3138.0,17E02HEIC010041,170.0,Approved by SSC,19.5,Auto,19.0,JS & S,Aug  6 2012 12:00AM,Feb 16 1993 12:00AM,3954,Business Trip,HEIC
999.0,17E02KBL000893,800.0,Approved by SSC,3.0,Public Taxi,32.0,TIER 2,Sep  1 1989 12:00AM,May 30 1961 12:00AM,LE120704,Business Trip,KBL0
16150.0,17E02LTHP000430,92.0,Approved by SSC,6.0,Radio Taxi,7.0,TIER I,Dec  7 2011 12:00AM,Aug  5 1984 12:00AM,22411,Deputation,LTHP
7926.0,17E02CONS060045,150.0,Approved by SSC,7.5,Auto,30.0,TIER 1,Jan 10 2008 12:00AM,Mar 20 1983 12:00AM,LE131278,Business Trip,CONS
17347.0,17E02MIPI013315,90.0,Approved by SSC,5.0,Auto,8.0,TIER 1,Mar 28 1998 12:00AM,Nov  2 1976 12:00AM,RN7010,Business Trip,MIPI
22117.0,17E02CONS064928,250.0,Approved by SSC,3.0,Auto,25.0,JS & S,Jun  9 2016 12:00AM,Jun 26 1996 12:00AM,LE120305,Training Program / HR,CONS
10851.0,17E02CONS066286,80.0,Approved by SSC,2.0,Auto,5.0,TECHNICIAN,Nov 20 2006 12:00AM,May  5 1973 12:00AM,LE080233,Business Trip,CONS
19613.0,17E02MIPI014043,350.0,Approved by SSC,4.0,Auto,32.0,TIER 1,Jul  5 2012 12:00AM,Oct 17 1973 12:00AM,CG9004,Business Trip,MIPI
12196.0,17E02HEIC013892,213.0,Approved by SSC,3.0,Public Taxi,15.0,TIER 1,Aug  4 2005 12:00AM,Aug 22 1978 12:00AM,3967,Business Trip,HEIC
5281.0,17E02CONS064340,200.0,Approved by SSC,7.0,Auto,19.0,TECHNICIAN,Jan 25 2007 12:00AM,Jun 10 1974 12:00AM,LE150841,Deputation,CONS
14590.0,17E02MIPI016712,30.0,Approved by SSC,4.0,Auto,3.0,S&E,Aug 30 2011 12:00AM,May 23 1989 12:00AM,VJ9080,Business Trip,MIPI
26104.0,17E02CONS057974,80.0,Approved by SSC,2.5,Auto,4.0,TIER 1,Oct 25 2007 12:00AM,Jan 27 1981 12:00AM,LE140238,Business Trip,CONS
36512.0,17E02CONS058089,195.0,Approved by SSC,7.5,Radio Taxi,10.0,TIER 2,Mar  2 2006 12:00AM,Jul 26 1982 12:00AM,DNNUP012,Business Trip,CONS
30760.0,17E02CONS069267,20.0,Approved by SSC,24.5,Auto,5.0,JS & S,Jul 17 2013 12:00AM,Apr  4 1995 12:00AM,LE100389,Deputation,CONS
13501.0,17E02LTHF001175,90.0,Approved by SSC,3.5,Auto,12.0,TIER II,Jan  4 2016 12:00AM,Feb 23 1983 12:00AM,EA023D3I5U,Business Trip,LTHF
29652.0,17E02EAIC026501,200.0,Approved by SSC,9.0,Auto,10.0,TIER 1,Jan 27 2015 12:00AM,Aug 25 1977 12:00AM,200340001,Deputation,EAIC
27396.0,17E02CONS060868,700.0,Approved by SSC,18.0,Public Taxi,60.0,S&E,Jul  1 2016 12:00AM,Apr 29 1994 12:00AM,LE140371,Training Program / HR,CONS
4059.0,17E02CONS071771,450.0,Approved by SSC,9.5,Public Taxi,25.0,TIER 2,Oct  4 1991 12:00AM,Jan 10 1963 12:00AM,LE080187,Business Trip,CONS
58.0,17E02MIPI016653,150.0,Approved by SSC,8.0,Public Taxi,32.0,JS & S,Sep  1 2011 12:00AM,Mar 12 1992 12:00AM,DE9080,Business Trip,MIPI
8169.0,17E02EAIC022872,120.0,Approved by SSC,12.0,Auto,12.0,S&E,Aug 31 2015 12:00AM,Dec  9 1986 12:00AM,150340010,Business Trip,EAIC
30176.0,17E02EAIC020997,350.0,Approved by SSC,2.5,Others,15.0,TIER 4,Jul  1 1983 12:00AM,Dec  3 1961 12:00AM,150902303,Business Trip,EAIC
6825.0,17E02HEIC013659,310.0,Approved by SSC,1.0,Auto,35.0,TIER 1,Oct  9 2009 12:00AM,Feb  6 1987 12:00AM,3467,Business Trip,HEIC
4378.0,17E02LTHE006260,88.0,Approved by SSC,25.5,Auto,26.0,TIER I,Mar 15 2010 12:00AM,Jun  3 1987 12:00AM,21049,Business Trip,LTHE
611.0,17E02CONS058128,500.0,Force Closed by SSC,3.5,Public Taxi,50.0,TIER 2,Aug  1 1999 12:00AM,Jan 15 1975 12:00AM,LE140563,Business Trip,CONS
22353.0,17E02FCLL003007,50.0,Approved by SSC,9.5,Auto,20.0,TIER I,Sep  5 2013 12:00AM,Jan 18 1976 12:00AM,FA294B1F9I,Business Trip,FCLL
8012.0,17E02CONS055516,80.0,Approved by SSC,2.0,Auto,8.0,JS & S,Jul 25 2013 12:00AM,Jul 19 1992 12:00AM,LE130202,Training Program / HR,CONS
37111.0,17E02HEIC012076,100.0,Approved by SSC,2.5,Auto,10.0,S&E,Jul  1 2013 12:00AM,Jul 14 1989 12:00AM,3406,Business Trip,HEIC
12554.0,17E02MIPI014795,120.0,Approved by SSC,3.5,Auto,10.0,JS & S,Sep 26 2016 12:00AM,Nov  9 1981 12:00AM,BH9080,Business Trip,MIPI
25843.0,17E02CONS058554,390.0,Approved by SSC,2.0,Others,12.0,TIER 4,Feb 13 1989 12:00AM,Apr  9 1962 12:00AM,LE080172,Business Trip,CONS
239.0,17E02HO003892,350.0,Approved by SSC,11.0,Public Taxi,17.0,S&E,May  2 2015 12:00AM,Mar 29 1993 12:00AM,HO166,Business Trip,HO00
